order_id,order_date,order_time,total_amount,tax,payment_method,order_type,order_status,day_type
O000339,2025-11-22,22:52,741.0,91.0,card,Dine in,Completed,Weekend
O000340,2025-11-22,22:21,1282.5,157.5,CASH,Dine in,Completed,Weekend
O000341,2025-11-22,20:46,535.8,65.8,card,Dine in,Completed,Weekend
O000342,2025-11-22,22:52,513.0,63.0,card,Dine in,Completed,Weekend
O000343,2025-11-22,21:02,855.0,105.0,CASH,,Completed,Weekend
O000344,2025-11-22,22:24,507.3,62.3,CASH,Dine in,Completed,Weekend
O000345,2025-11-22,22:34,615.6,75.6,CASH,Dine in,Completed,Weekend
O000346,2025-11-22,19:12,763.8,93.8,card,TAKEAWAY,Completed,Weekend
O000347,2025-11-22,18:58,587.1,72.1,CASH,,Completed,Weekend
O000348,2025-11-22,20:05,450.3,55.3,card,Dine in,Completed,Weekend
O000349,2025-11-22,19:41,478.8,58.8,CASH,Dine in,Completed,Weekend
O000350,2025-11-22,21:03,1083.0,133.0,CASH,TAKEAWAY,Completed,Weekend
O000351,2025-11-22,21:25,661.2,81.2,CASH,Dine in,Completed,Weekend
O000352,2025-11-22,18:35,399.0,49.0,card,TAKEAWAY,Completed,Weekend
O000353,2025-11-22,23:17,547.2,67.2,card,TAKEAWAY,Completed,Weekend
O000354,2025-11-22,20:09,718.2,88.2,CASH,Dine in,Completed,Weekend
O000355,2025-11-22,18:02,1949.4,239.4,CASH,TAKEAWAY,Completed,Weekend
O000356,2025-11-22,21:49,655.5,80.5,CASH,Dine in,Completed,Weekend
O000357,2025-11-22,23:27,1117.2,137.2,,TAKEAWAY,Completed,Weekend
O000358,2025-11-22,22:05,644.1,79.1,card,TAKEAWAY,Completed,Weekend
O000359,2025-11-22,19:59,855.0,105.0,card,Dine in,Completed,Weekend
O000360,2025-11-22,19:22,792.3,97.3,card,Dine in,Completed,Weekend
O000361,2025-11-22,20:52,843.6,103.6,CASH,Dine in,Completed,Weekend
O000362,2025-11-22,22:27,615.6,75.6,CASH,TAKEAWAY,Completed,Weekend
O000363,2025-11-22,23:55,923.4,113.4,card,TAKEAWAY,Completed,Weekend
O000364,2025-11-22,20:00,433.2,53.2,CASH,TAKEAWAY,Completed,Weekend
O000365,2025-11-22,18:28,478.8,58.8,CASH,Dine in,Completed,Weekend
O000366,2025-11-22,23:48,558.6,68.6,card,,Completed,Weekend
O000367,2025-11-22,22:33,809.4,99.4,CASH,TAKEAWAY,Completed,Weekend
O000368,2025-11-22,18:30,615.6,75.6,CASH,Dine in,Completed,Weekend
O000369,2025-11-22,21:46,1003.2,123.2,CASH,TAKEAWAY,Completed,Weekend
O000370,2025-11-22,20:24,877.8,107.8,card,TAKEAWAY,Completed,Weekend
O000371,2025-11-22,22:32,490.2,60.2,,Dine in,Completed,Weekend
O000372,2025-11-22,22:23,741.0,91.0,card,TAKEAWAY,Completed,Weekend
O000373,2025-11-22,18:00,473.1,58.1,CASH,Dine in,Completed,Weekend
O000374,2025-11-22,20:28,575.7,70.7,CASH,TAKEAWAY,Completed,Weekend
O000375,2025-11-22,20:01,632.7,77.7,CASH,TAKEAWAY,Completed,Weekend
O000376,2025-11-22,21:44,638.4,78.4,card,,Completed,Weekend
O000377,2025-11-22,20:00,627.0,77.0,card,TAKEAWAY,Completed,Weekend
O000378,2025-11-22,22:00,1048.8,128.8,CASH,TAKEAWAY,Completed,Weekend
O000379,2025-11-22,18:15,478.8,58.8,card,TAKEAWAY,Completed,Weekend
O000380,2025-11-22,20:02,678.3,83.3,CASH,Dine in,Completed,Weekend
O000381,2025-11-22,18:20,849.3,104.3,card,TAKEAWAY,Completed,Weekend
O000382,2025-11-22,22:34,302.1,37.1,CASH,Dine in,Completed,Weekend
O000383,2025-11-23,18:15,421.8,51.8,CASH,,Completed,weekday
O000384,2025-11-23,14:10,353.4,43.4,card,Dine in,Completed,weekday
O000385,2025-11-23,10:09,159.6,19.6,card,Dine in,Completed,weekday
O000386,2025-11-23,14:47,570.0,70.0,card,TAKEAWAY,Completed,weekday
O000387,2025-11-23,13:50,102.6,12.6,CASH,Dine in,Completed,weekday
O000388,2025-11-23,11:54,233.7,28.7,CASH,TAKEAWAY,Completed,weekday
O000389,2025-11-23,21:44,216.6,26.6,CASH,Dine in,Completed,weekday
O000390,2025-11-23,18:00,285.0,35.0,card,TAKEAWAY,Completed,weekday
O000391,2025-11-23,16:01,478.8,58.8,CASH,Dine in,Completed,weekday
O000392,2025-11-23,15:40,319.2,39.2,CASH,TAKEAWAY,Completed,weekday
O000393,2025-11-23,11:24,262.2,32.2,card,Dine in,Completed,weekday
O000394,2025-11-23,11:29,387.6,47.6,CASH,Dine in,Completed,weekday
O000395,2025-11-23,10:40,421.8,51.8,CASH,TAKEAWAY,Completed,weekday
O000396,2025-11-23,16:51,239.4,29.4,card,Dine in,Completed,weekday
O000397,2025-11-23,14:50,416.1,51.1,card,TAKEAWAY,Completed,weekday
O000398,2025-11-23,11:36,467.4,57.4,CASH,Dine in,Completed,weekday
O000399,2025-11-23,14:09,570.0,70.0,CASH,,Completed,weekday
O000400,2025-11-23,16:53,273.6,33.6,card,TAKEAWAY,Completed,weekday
O000401,2025-11-23,13:46,433.2,53.2,CASH,Dine in,Completed,weekday
O000402,2025-11-23,17:14,68.4,8.4,card,Dine in,Completed,weekday
O000403,2025-11-23,12:36,136.8,16.8,CASH,Dine in,Completed,weekday
O000404,2025-11-23,20:11,376.2,46.2,card,TAKEAWAY,Completed,weekday
O000405,2025-11-23,19:23,228.0,28.0,CASH,Dine in,Completed,weekday
O000406,2025-11-23,10:18,444.6,54.6,card,Dine in,Completed,weekday
O000407,2025-11-23,16:30,250.8,30.8,CASH,Dine in,Completed,weekday
O000408,2025-11-23,20:57,399.0,49.0,,Dine in,Completed,weekday
O000409,2025-11-23,16:15,273.6,33.6,card,TAKEAWAY,Completed,weekday
O000410,2025-11-23,15:26,421.8,51.8,card,Dine in,Completed,weekday
O000411,2025-11-23,14:00,0.0,0.0,CASH,TAKEAWAY,Completed,weekday
O000412,2025-11-23,11:48,114.0,14.0,CASH,,Completed,weekday
O000413,2025-11-23,18:06,136.8,16.8,card,Dine in,Completed,weekday
O000414,2025-11-23,17:07,364.8,44.8,CASH,Dine in,Completed,weekday
O000415,2025-11-23,15:58,125.4,15.4,card,TAKEAWAY,Completed,weekday
O000416,2025-11-23,16:29,535.8,65.8,CASH,,Completed,weekday
O000417,2025-11-23,17:39,450.3,55.3,card,Dine in,Completed,weekday
O000418,2025-11-23,21:31,0.0,0.0,CASH,Dine in,Completed,weekday
O000419,2025-11-23,13:53,68.4,8.4,card,Dine in,Completed,weekday
O000420,2025-11-23,15:22,68.4,8.4,CASH,Dine in,Completed,weekday
O000421,2025-11-23,17:09,68.4,8.4,CASH,Dine in,Completed,weekday
O000422,2025-11-23,19:36,575.7,70.7,CASH,TAKEAWAY,Completed,weekday
O000423,2025-11-23,13:07,171.0,21.0,CASH,TAKEAWAY,Completed,weekday
O000424,2025-11-24,12:10,62.7,7.7,CASH,TAKEAWAY,Completed,weekday
O000425,2025-11-24,16:46,102.6,12.6,card,Dine in,Completed,weekday
O000426,2025-11-24,18:55,250.8,30.8,card,TAKEAWAY,Completed,weekday
O000427,2025-11-24,21:12,387.6,47.6,,Dine in,Completed,weekday
O000428,2025-11-24,14:11,353.4,43.4,CASH,TAKEAWAY,Completed,weekday
O000429,2025-11-24,15:59,313.5,38.5,CASH,Dine in,Completed,weekday
O000430,2025-11-24,22:07,228.0,28.0,card,TAKEAWAY,Completed,weekday
O000431,2025-11-24,13:23,125.4,15.4,card,TAKEAWAY,Completed,weekday
O000432,2025-11-24,21:50,524.4,64.4,CASH,,Completed,weekday
O000433,2025-11-24,21:30,319.2,39.2,CASH,Dine in,Completed,weekday
O000434,2025-11-24,18:43,285.0,35.0,,TAKEAWAY,Completed,weekday
O000435,2025-11-24,10:58,342.0,42.0,CASH,Dine in,Completed,weekday
O000436,2025-11-24,17:13,387.6,47.6,card,Dine in,Completed,weekday
O000437,2025-11-24,18:30,342.0,42.0,CASH,Dine in,Completed,weekday
O000438,2025-11-24,12:08,399.0,49.0,CASH,Dine in,Completed,weekday
O000439,2025-11-24,13:08,153.9,18.9,CASH,Dine in,Completed,weekday
O000440,2025-11-24,10:00,216.6,26.6,,TAKEAWAY,Completed,weekday
O000441,2025-11-24,18:27,159.6,19.6,card,Dine in,Completed,weekday
O000442,2025-11-24,20:51,296.4,36.4,CASH,Dine in,Completed,weekday
O000443,2025-11-24,20:20,342.0,42.0,CASH,Dine in,Completed,weekday
O000444,2025-11-24,21:53,319.2,39.2,,TAKEAWAY,Completed,weekday
O000445,2025-11-24,10:15,285.0,35.0,card,TAKEAWAY,Completed,weekday
O000446,2025-11-24,12:07,513.0,63.0,CASH,TAKEAWAY,Completed,weekday
O000447,2025-11-24,11:17,182.4,22.4,card,Dine in,Completed,weekday
O000448,2025-11-24,10:10,0.0,0.0,CASH,,Completed,weekday
O000449,2025-11-24,22:53,125.4,15.4,card,Dine in,Completed,weekday
O000450,2025-11-24,20:40,171.0,21.0,CASH,Dine in,Completed,weekday
O000451,2025-11-24,22:32,159.6,19.6,CASH,Dine in,Completed,weekday
O000452,2025-11-24,12:55,0.0,0.0,card,TAKEAWAY,Completed,weekday
O000453,2025-11-24,16:24,421.8,51.8,card,,Completed,weekday
O000454,2025-11-24,20:44,285.0,35.0,card,Dine in,Completed,weekday
O000455,2025-11-24,22:05,262.2,32.2,card,TAKEAWAY,Completed,weekday
O000456,2025-11-24,12:50,604.2,74.2,card,Dine in,Completed,weekday
O000457,2025-11-24,14:57,68.4,8.4,,TAKEAWAY,Completed,weekday
O000458,2025-11-24,20:54,159.6,19.6,CASH,,Completed,weekday
O000459,2025-11-24,12:27,649.8,79.8,CASH,Dine in,Completed,weekday
O000460,2025-11-24,11:42,649.8,79.8,CASH,Dine in,Completed,weekday
O000461,2025-11-24,18:22,285.0,35.0,card,Dine in,Completed,weekday
O000462,2025-11-24,19:37,0.0,0.0,CASH,,Completed,weekday
O000463,2025-11-24,15:22,228.0,28.0,CASH,Dine in,Completed,weekday
O000464,2025-11-25,10:58,416.1,51.1,card,Dine in,Completed,weekday
O000465,2025-11-25,15:54,467.4,57.4,card,TAKEAWAY,Completed,weekday
O000466,2025-11-25,20:59,364.8,44.8,,Dine in,Completed,weekday
O000467,2025-11-25,10:11,125.4,15.4,card,TAKEAWAY,Completed,weekday
O000468,2025-11-25,20:48,330.6,40.6,card,,Completed,weekday
O000469,2025-11-25,21:45,627.0,77.0,CASH,TAKEAWAY,Completed,weekday
O000470,2025-11-25,22:51,102.6,12.6,,,Completed,weekday
O000471,2025-11-25,17:29,205.2,25.2,CASH,TAKEAWAY,Completed,weekday
O000472,2025-11-25,15:33,159.6,19.6,CASH,,Completed,weekday
O000473,2025-11-25,20:59,570.0,70.0,CASH,TAKEAWAY,Completed,weekday
O000474,2025-11-25,15:46,313.5,38.5,card,TAKEAWAY,Completed,weekday
O000475,2025-11-25,15:42,302.1,37.1,CASH,Dine in,Completed,weekday
O000476,2025-11-25,11:00,239.4,29.4,card,TAKEAWAY,Completed,weekday
O000477,2025-11-25,19:36,148.2,18.2,CASH,TAKEAWAY,Completed,weekday
O000478,2025-11-25,21:54,171.0,21.0,CASH,TAKEAWAY,Completed,weekday
O000479,2025-11-25,18:44,0.0,0.0,CASH,Dine in,Completed,weekday
O000480,2025-11-25,18:37,267.9,32.9,CASH,TAKEAWAY,Completed,weekday
O000481,2025-11-25,19:54,199.5,24.5,CASH,TAKEAWAY,Completed,weekday
O000482,2025-11-25,19:58,416.1,51.1,CASH,Dine in,Completed,weekday
O000483,2025-11-25,10:26,296.4,36.4,CASH,Dine in,Completed,weekday
O000484,2025-11-25,22:42,273.6,33.6,card,TAKEAWAY,Completed,weekday
O000485,2025-11-25,10:10,102.6,12.6,CASH,,Completed,weekday
O000486,2025-11-25,13:36,182.4,22.4,CASH,Dine in,Completed,weekday
O000487,2025-11-25,16:45,330.6,40.6,CASH,Dine in,Completed,weekday
O000488,2025-11-25,15:00,114.0,14.0,CASH,,Completed,weekday
O000489,2025-11-25,14:18,410.4,50.4,card,Dine in,Completed,weekday
O000490,2025-11-25,16:22,114.0,14.0,card,TAKEAWAY,Completed,weekday
O000491,2025-11-25,18:06,228.0,28.0,CASH,Dine in,Completed,weekday
O000492,2025-11-25,13:00,279.3,34.3,CASH,Dine in,Completed,weekday
O000493,2025-11-25,14:33,433.2,53.2,CASH,Dine in,Completed,weekday
O000494,2025-11-25,20:13,433.2,53.2,card,TAKEAWAY,Completed,weekday
O000495,2025-11-25,20:35,159.6,19.6,card,TAKEAWAY,Completed,weekday
O000496,2025-11-25,11:19,125.4,15.4,card,Dine in,Completed,weekday
O000497,2025-11-25,13:26,273.6,33.6,card,Dine in,Completed,weekday
O000498,2025-11-25,15:24,182.4,22.4,card,Dine in,Completed,weekday
O000499,2025-11-25,17:20,68.4,8.4,CASH,TAKEAWAY,Completed,weekday
O000500,2025-11-25,21:02,364.8,44.8,CASH,Dine in,Completed,weekday
O000501,2025-11-25,21:40,273.6,33.6,,Dine in,Completed,weekday
O000502,2025-11-25,16:43,353.4,43.4,CASH,Dine in,Completed,weekday
O000503,2025-11-25,21:28,68.4,8.4,card,TAKEAWAY,Completed,weekday
O000504,2025-11-26,10:02,228.0,28.0,card,TAKEAWAY,Completed,weekday
O000505,2025-11-26,20:56,68.4,8.4,card,,Completed,weekday
O000506,2025-11-26,14:26,604.2,74.2,card,TAKEAWAY,Completed,weekday
O000507,2025-11-26,22:54,216.6,26.6,CASH,,Completed,weekday
O000508,2025-11-26,22:00,410.4,50.4,card,TAKEAWAY,Completed,weekday
O000509,2025-11-26,13:10,239.4,29.4,,TAKEAWAY,Completed,weekday
O000510,2025-11-26,20:02,193.8,23.8,card,Dine in,Completed,weekday
O000511,2025-11-26,20:49,285.0,35.0,CASH,Dine in,Completed,weekday
O000512,2025-11-26,18:31,330.6,40.6,card,Dine in,Completed,weekday
O000513,2025-11-26,19:52,0.0,0.0,,,Completed,weekday
O000514,2025-11-26,17:42,843.6,103.6,CASH,Dine in,Completed,weekday
O000515,2025-11-26,14:15,393.3,48.3,CASH,TAKEAWAY,Completed,weekday
O000516,2025-11-26,13:24,296.4,36.4,card,TAKEAWAY,Completed,weekday
O000517,2025-11-26,18:35,273.6,33.6,CASH,Dine in,Completed,weekday
O000518,2025-11-26,16:48,273.6,33.6,CASH,TAKEAWAY,Completed,weekday
O000519,2025-11-26,10:32,285.0,35.0,CASH,Dine in,Completed,weekday
O000520,2025-11-26,21:48,330.6,40.6,CASH,Dine in,Completed,weekday
O000521,2025-11-26,10:35,478.8,58.8,,,Completed,weekday
O000522,2025-11-26,21:55,250.8,30.8,card,TAKEAWAY,Completed,weekday
O000523,2025-11-26,18:50,296.4,36.4,CASH,,Completed,weekday
O000524,2025-11-26,20:02,364.8,44.8,card,Dine in,Completed,weekday
O000525,2025-11-26,18:26,159.6,19.6,CASH,Dine in,Completed,weekday
O000526,2025-11-26,19:44,570.0,70.0,card,Dine in,Completed,weekday
O000527,2025-11-26,16:44,136.8,16.8,CASH,TAKEAWAY,Completed,weekday
O000528,2025-11-26,19:37,239.4,29.4,card,Dine in,Completed,weekday
O000529,2025-11-26,15:36,68.4,8.4,card,TAKEAWAY,Completed,weekday
O000530,2025-11-26,16:01,262.2,32.2,CASH,Dine in,Completed,weekday
O000531,2025-11-26,12:27,262.2,32.2,card,Dine in,Completed,weekday
O000532,2025-11-26,16:05,102.6,12.6,CASH,TAKEAWAY,Completed,weekday
O000533,2025-11-26,14:28,250.8,30.8,CASH,Dine in,Completed,weekday
O000534,2025-11-26,19:11,250.8,30.8,card,Dine in,Completed,weekday
O000535,2025-11-26,19:21,353.4,43.4,CASH,Dine in,Completed,weekday
O000536,2025-11-26,20:31,421.8,51.8,CASH,Dine in,Completed,weekday
O000537,2025-11-26,14:20,433.2,53.2,card,TAKEAWAY,Completed,weekday
O000538,2025-11-26,14:53,427.5,52.5,,,Completed,weekday
O000539,2025-11-26,13:26,250.8,30.8,CASH,Dine in,Completed,weekday
O000540,2025-11-26,14:35,125.4,15.4,CASH,TAKEAWAY,Completed,weekday
O000541,2025-11-26,19:57,410.4,50.4,CASH,TAKEAWAY,Completed,weekday
O000542,2025-11-26,12:08,296.4,36.4,,Dine in,Completed,weekday
O000543,2025-11-27,19:04,741.0,91.0,,TAKEAWAY,Completed,Weekend
O000544,2025-11-27,19:25,1043.1,128.1,CASH,Dine in,Completed,Weekend
O000545,2025-11-27,22:52,564.3,69.3,CASH,Dine in,Completed,Weekend
O000546,2025-11-27,19:54,627.0,77.0,card,Dine in,Completed,Weekend
O000547,2025-11-27,20:36,1943.7,238.7,CASH,Dine in,Completed,Weekend
O000548,2025-11-27,19:11,689.7,84.7,card,TAKEAWAY,Completed,Weekend
O000549,2025-11-27,19:19,775.2,95.2,card,TAKEAWAY,Completed,Weekend
O000550,2025-11-27,23:22,1037.4,127.4,CASH,TAKEAWAY,Completed,Weekend
O000551,2025-11-27,20:16,609.9,74.9,,TAKEAWAY,Completed,Weekend
O000552,2025-11-27,20:24,934.8,114.8,CASH,TAKEAWAY,Completed,Weekend
O000553,2025-11-27,21:32,1037.4,127.4,,TAKEAWAY,Completed,Weekend
O000554,2025-11-27,21:57,535.8,65.8,CASH,TAKEAWAY,Completed,Weekend
O000555,2025-11-27,19:13,478.8,58.8,CASH,Dine in,Completed,Weekend
O000556,2025-11-27,21:19,478.8,58.8,card,TAKEAWAY,Completed,Weekend
O000557,2025-11-27,18:59,1117.2,137.2,,TAKEAWAY,Completed,Weekend
O000558,2025-11-27,19:40,701.1,86.1,card,Dine in,Completed,Weekend
O000559,2025-11-27,23:39,638.4,78.4,card,,Completed,Weekend
O000560,2025-11-27,22:51,570.0,70.0,CASH,TAKEAWAY,Completed,Weekend
O000561,2025-11-27,19:21,627.0,77.0,CASH,Dine in,Completed,Weekend
O000562,2025-11-27,19:04,684.0,84.0,card,TAKEAWAY,Completed,Weekend
O000563,2025-11-27,19:54,684.0,84.0,card,TAKEAWAY,Completed,Weekend
O000564,2025-11-27,21:31,718.2,88.2,CASH,Dine in,Completed,Weekend
O000565,2025-11-27,19:11,735.3,90.3,,Dine in,Completed,Weekend
O000566,2025-11-27,21:26,456.0,56.0,,Dine in,Completed,Weekend
O000567,2025-11-27,19:55,393.3,48.3,CASH,TAKEAWAY,Completed,Weekend
O000568,2025-11-27,20:53,478.8,58.8,CASH,Dine in,Completed,Weekend
O000569,2025-11-27,20:28,752.4,92.4,card,,Completed,Weekend
O000570,2025-11-27,20:43,615.6,75.6,CASH,TAKEAWAY,Completed,Weekend
O000571,2025-11-27,18:07,228.0,28.0,card,TAKEAWAY,Completed,Weekend
O000572,2025-11-27,22:24,712.5,87.5,card,,Completed,Weekend
O000573,2025-11-27,22:33,627.0,77.0,CASH,TAKEAWAY,Completed,Weekend
O000574,2025-11-27,20:12,552.9,67.9,CASH,TAKEAWAY,Completed,Weekend
O000575,2025-11-27,22:40,906.3,111.3,CASH,TAKEAWAY,Completed,Weekend
O000576,2025-11-27,23:47,632.7,77.7,CASH,TAKEAWAY,Completed,Weekend
O000577,2025-11-27,23:29,1003.2,123.2,CASH,TAKEAWAY,Completed,Weekend
O000578,2025-11-27,21:15,1026.0,126.0,card,Dine in,Completed,Weekend
O000579,2025-11-27,21:11,513.0,63.0,CASH,TAKEAWAY,Completed,Weekend
O000580,2025-11-27,18:42,501.6,61.6,card,,Completed,Weekend
O000581,2025-11-27,19:55,376.2,46.2,card,TAKEAWAY,Completed,Weekend
O000582,2025-11-27,19:21,404.7,49.7,CASH,,Completed,Weekend
O000583,2025-11-27,22:04,718.2,88.2,CASH,Dine in,Completed,Weekend
O000584,2025-11-27,22:05,946.2,116.2,card,Dine in,Completed,Weekend
O000585,2025-11-27,23:32,473.1,58.1,card,TAKEAWAY,Completed,Weekend
O000586,2025-11-27,20:44,535.8,65.8,card,Dine in,Completed,Weekend
O000587,2025-11-27,18:26,587.1,72.1,card,Dine in,Completed,Weekend
O000588,2025-11-27,23:55,456.0,56.0,card,TAKEAWAY,Completed,Weekend
O000589,2025-11-27,21:48,969.0,119.0,card,Dine in,Completed,Weekend
O000590,2025-11-27,22:33,353.4,43.4,CASH,Dine in,Completed,Weekend
O000591,2025-11-27,20:03,467.4,57.4,,TAKEAWAY,Completed,Weekend
O000592,2025-11-27,22:14,347.7,42.7,card,TAKEAWAY,Completed,Weekend
O000593,2025-11-27,18:06,285.0,35.0,card,TAKEAWAY,Completed,Weekend
O000594,2025-11-27,21:41,661.2,81.2,CASH,TAKEAWAY,Completed,Weekend
O000595,2025-11-27,18:14,826.5,101.5,CASH,TAKEAWAY,Completed,Weekend
O000596,2025-11-27,20:32,547.2,67.2,CASH,TAKEAWAY,Completed,Weekend
O000597,2025-11-27,22:46,877.8,107.8,card,TAKEAWAY,Completed,Weekend
O000598,2025-11-27,21:28,803.7,98.7,card,Dine in,Completed,Weekend
O000599,2025-11-27,23:38,501.6,61.6,CASH,Dine in,Completed,Weekend
O000600,2025-11-27,20:03,695.4,85.4,CASH,Dine in,Completed,Weekend
O000601,2025-11-27,23:17,547.2,67.2,card,TAKEAWAY,Completed,Weekend
O000602,2025-11-27,23:38,399.0,49.0,card,Dine in,Completed,Weekend
O000603,2025-11-27,21:45,364.8,44.8,CASH,Dine in,Completed,Weekend
O000604,2025-11-27,18:09,205.2,25.2,card,,Completed,Weekend
O000605,2025-11-27,21:29,410.4,50.4,card,TAKEAWAY,Completed,Weekend
O000606,2025-11-27,22:29,684.0,84.0,CASH,TAKEAWAY,Completed,Weekend
O000607,2025-11-27,20:10,575.7,70.7,CASH,Dine in,Completed,Weekend
O000608,2025-11-27,22:34,809.4,99.4,,TAKEAWAY,Completed,Weekend
O000609,2025-11-27,18:40,718.2,88.2,CASH,,Completed,Weekend
O000610,2025-11-27,19:11,513.0,63.0,card,TAKEAWAY,Completed,Weekend
O000611,2025-11-27,21:18,530.1,65.1,card,,Completed,Weekend
O000612,2025-11-27,21:31,376.2,46.2,,TAKEAWAY,Completed,Weekend
O000613,2025-11-27,20:32,946.2,116.2,card,Dine in,Completed,Weekend
O000614,2025-11-27,21:54,302.1,37.1,card,Dine in,Completed,Weekend
O000615,2025-11-27,18:04,695.4,85.4,CASH,Dine in,Completed,Weekend
O000616,2025-11-27,21:43,820.8,100.8,card,Dine in,Completed,Weekend
O000617,2025-11-27,21:13,661.2,81.2,card,,Completed,Weekend
O000618,2025-11-27,20:13,820.8,100.8,card,Dine in,Completed,Weekend
O000619,2025-11-27,22:20,621.3,76.3,card,Dine in,Completed,Weekend
O000620,2025-11-27,21:28,837.9,102.9,CASH,Dine in,Completed,Weekend
O000621,2025-11-27,20:51,684.0,84.0,CASH,TAKEAWAY,Completed,Weekend
O000622,2025-11-27,19:52,798.0,98.0,card,Dine in,Completed,Weekend
O000623,2025-11-27,22:35,741.0,91.0,card,Dine in,Completed,Weekend
O000624,2025-11-27,21:52,467.4,57.4,card,TAKEAWAY,Completed,Weekend
O000625,2025-11-27,21:31,381.9,46.9,CASH,TAKEAWAY,Completed,Weekend
O000626,2025-11-27,22:31,752.4,92.4,card,TAKEAWAY,Completed,Weekend
O000627,2025-11-27,22:49,638.4,78.4,card,TAKEAWAY,Completed,Weekend
O000628,2025-11-27,19:36,444.6,54.6,,Dine in,Completed,Weekend
O000629,2025-11-27,18:15,473.1,58.1,card,TAKEAWAY,Completed,Weekend
O000630,2025-11-27,20:17,866.4,106.4,CASH,,Completed,Weekend
O000631,2025-11-27,21:01,353.4,43.4,card,Dine in,Completed,Weekend
O000632,2025-11-27,18:19,1390.8,170.8,card,Dine in,Completed,Weekend
O000633,2025-11-27,21:47,250.8,30.8,CASH,TAKEAWAY,Completed,Weekend
O000634,2025-11-27,18:47,570.0,70.0,,Dine in,Completed,Weekend
O000635,2025-11-27,23:34,1043.1,128.1,CASH,,Completed,Weekend
O000636,2025-11-27,22:12,456.0,56.0,card,TAKEAWAY,Completed,Weekend
O000637,2025-11-27,18:22,592.8,72.8,card,Dine in,Completed,Weekend
O000638,2025-11-27,19:12,444.6,54.6,,TAKEAWAY,Completed,Weekend
O000639,2025-11-27,19:25,467.4,57.4,card,Dine in,Completed,Weekend
O000640,2025-11-27,22:17,1060.2,130.2,CASH,TAKEAWAY,Completed,Weekend
O000641,2025-11-27,19:31,228.0,28.0,CASH,TAKEAWAY,Completed,Weekend
O000642,2025-11-27,19:57,387.6,47.6,card,Dine in,Completed,Weekend
O000643,2025-11-27,21:07,649.8,79.8,CASH,,Completed,Weekend
O000644,2025-11-27,19:17,701.1,86.1,card,,Completed,Weekend
O000645,2025-11-28,18:26,410.4,50.4,CASH,TAKEAWAY,Completed,Weekend
O000646,2025-11-28,21:20,575.7,70.7,card,Dine in,Completed,Weekend
O000647,2025-11-28,22:24,273.6,33.6,CASH,TAKEAWAY,Completed,Weekend
O000648,2025-11-28,20:57,336.3,41.3,card,Dine in,Completed,Weekend
O000649,2025-11-28,18:29,1003.2,123.2,card,TAKEAWAY,Completed,Weekend
O000650,2025-11-28,21:45,421.8,51.8,card,Dine in,Completed,Weekend
O000651,2025-11-28,22:18,986.1,121.1,CASH,TAKEAWAY,Completed,Weekend
O000652,2025-11-28,22:19,877.8,107.8,CASH,TAKEAWAY,Completed,Weekend
O000653,2025-11-28,22:49,444.6,54.6,CASH,TAKEAWAY,Completed,Weekend
O000654,2025-11-28,18:58,991.8,121.8,card,Dine in,Completed,Weekend
O000655,2025-11-28,21:58,820.8,100.8,CASH,Dine in,Completed,Weekend
O000656,2025-11-28,21:47,467.4,57.4,card,TAKEAWAY,Completed,Weekend
O000657,2025-11-28,20:54,450.3,55.3,card,TAKEAWAY,Completed,Weekend
O000658,2025-11-28,19:54,285.0,35.0,CASH,Dine in,Completed,Weekend
O000659,2025-11-28,21:39,1271.1,156.1,card,TAKEAWAY,Completed,Weekend
O000660,2025-11-28,20:36,501.6,61.6,,TAKEAWAY,Completed,Weekend
O000661,2025-11-28,23:15,570.0,70.0,CASH,TAKEAWAY,Completed,Weekend
O000662,2025-11-28,20:38,535.8,65.8,CASH,Dine in,Completed,Weekend
O000663,2025-11-28,21:14,718.2,88.2,CASH,Dine in,Completed,Weekend
O000664,2025-11-28,21:14,421.8,51.8,CASH,Dine in,Completed,Weekend
O000665,2025-11-28,21:34,689.7,84.7,CASH,Dine in,Completed,Weekend
O000666,2025-11-28,18:34,552.9,67.9,CASH,,Completed,Weekend
O000667,2025-11-28,19:03,456.0,56.0,,Dine in,Completed,Weekend
O000668,2025-11-28,21:58,552.9,67.9,card,TAKEAWAY,Completed,Weekend
O000669,2025-11-28,22:28,535.8,65.8,CASH,TAKEAWAY,Completed,Weekend
O000670,2025-11-28,18:07,421.8,51.8,CASH,TAKEAWAY,Completed,Weekend
O000671,2025-11-28,20:23,2205.9,270.9,card,TAKEAWAY,Completed,Weekend
O000672,2025-11-28,21:21,1185.6,145.6,card,,Completed,Weekend
O000673,2025-11-28,20:27,1464.9,179.9,card,Dine in,Completed,Weekend
O000674,2025-11-28,20:00,564.3,69.3,CASH,TAKEAWAY,Completed,Weekend
O000675,2025-11-28,22:42,490.2,60.2,card,TAKEAWAY,Completed,Weekend
O000676,2025-11-28,22:10,433.2,53.2,card,TAKEAWAY,Completed,Weekend
O000677,2025-11-28,22:31,695.4,85.4,,TAKEAWAY,Completed,Weekend
O000678,2025-11-28,22:53,763.8,93.8,card,Dine in,Completed,Weekend
O000679,2025-11-28,22:55,399.0,49.0,card,Dine in,Completed,Weekend
O000680,2025-11-28,22:59,456.0,56.0,CASH,Dine in,Completed,Weekend
O000681,2025-11-28,20:07,524.4,64.4,card,Dine in,Completed,Weekend
