order_item_id,order_id,item_id,quantity,unit_price,size,addons,line_total
OI0003166,O000903,M006,1,75,Large,,75
OI0003167,O000903,M006,1,75,Large,Oat Milk,105
OI0003168,O000903,M038,2,140,NA,,280
OI0003169,O000904,M015,2,110,Large,,220
OI0003170,O000905,M014,1,90,Small,Oat Milk,120
OI0003171,O000906,M035,1,100,NA,,100
OI0003172,O000906,M005,1,60,Small,Extra Shot,90
OI0003173,O000907,M026,1,150,NA,,150
OI0003174,O000908,M034,1,60,NA,,60
OI0003175,O000908,M030,1,100,Large,,100
OI0003176,O000909,M017,2,110,Small,Extra Shot,250
OI0003177,O000909,M027,2,90,Small,,180
OI0003178,O000909,M005,1,60,Small,,60
OI0003179,O000910,M005,2,60,Small,Extra Shot,150
OI0003180,O000910,M010,1,130,Large,,130
OI0003181,O000911,M010,1,130,Large,,130
OI0003182,O000912,M030,2,100,Large,,200
OI0003183,O000913,M005,2,60,Small,,120
OI0003184,O000913,M009,2,110,Small,,220
OI0003185,O000914,M005,1,60,Small,,60
OI0003186,O000914,M009,1,110,Small,,110
OI0003187,O000914,M018,2,130,Large,Extra Shot,290
OI0003188,O000915,M018,1,130,Large,Vanilla Syrup,160
OI0003189,O000916,M006,1,75,Large,,75
OI0003190,O000916,M016,2,120,Large,Vanilla Syrup,270
OI0003191,O000916,M015,2,110,Large,Oat Milk,250
OI0003192,O000917,M021,2,100,NA,,200
OI0003193,O000917,M010,2,130,Large,,260
OI0003194,O000918,M010,2,130,Large,,260
OI0003195,O000918,M002,2,70,Large,,140
OI0003196,O000919,M010,1,130,Large,Extra Shot,160
OI0003197,O000919,M001,1,55,Small,,55
OI0003198,O000920,M006,2,75,Large,Extra Shot,180
OI0003199,O000920,M012,1,110,Large,,110
OI0003200,O000920,M010,2,130,Large,Extra Shot,290
OI0003201,O000921,M022,1,120,NA,,120
OI0003202,O000922,M008,1,100,Large,,100
OI0003203,O000922,M009,1,110,Small,,110
OI0003204,O000923,M009,1,110,Small,Oat Milk,140
OI0003205,O000924,M010,1,130,Large,Vanilla Syrup,160
OI0003206,O000924,M035,1,100,NA,,100
OI0003207,O000924,M006,2,75,Large,,150
OI0003208,O000925,M030,2,100,Large,,200
OI0003209,O000925,M035,1,100,NA,,100
OI0003210,O000926,M035,1,100,NA,,100
OI0003211,O000926,M035,1,100,NA,,100
OI0003212,O000927,M015,2,110,Large,Extra Shot,250
OI0003213,O000927,M031,2,150,NA,,300
OI0003214,O000928,M034,1,60,NA,,60
OI0003215,O000929,M002,2,70,Large,,140
OI0003216,O000929,M004,2,70,Large,Extra Shot,170
OI0003217,O000929,M019,1,100,NA,,100
OI0003218,O000930,M010,2,130,Large,Extra Shot,290
OI0003219,O000930,M014,2,90,Small,,210
OI0003220,O000931,M015,1,110,Large,Vanilla Syrup,140
OI0003221,O000931,M018,1,130,Large,,130
OI0003222,O000932,M005,1,60,Small,,60
OI0003223,O000932,M015,1,110,Large,,110
OI0003224,O000932,M019,2,100,NA,,200
OI0003225,O000933,M034,1,60,NA,,60
OI0003226,O000934,M034,1,60,NA,,60
OI0003227,O000934,M015,1,110,Large,Vanilla Syrup,140
OI0003228,O000935,M036,2,100,NA,,200
OI0003229,O000936,M006,1,75,Large,,75
OI0003230,O000936,M014,2,90,Small,,180
OI0003231,O000936,M009,1,110,Small,,110
OI0003232,O000937,M030,1,100,Large,,100
OI0003233,O000937,M004,1,70,Large,,70
OI0003234,O000938,M035,1,100,NA,,100
OI0003235,O000938,M004,1,70,Large,,70
OI0003236,O000939,M035,1,100,NA,,100
OI0003237,O000940,M009,2,110,Small,,220
OI0003238,O000940,M015,1,110,Large,Oat Milk,140
OI0003239,O000940,M027,1,90,Small,,90
OI0003240,O000941,M008,1,100,Large,Oat Milk,130
OI0003241,O000941,M024,1,110,NA,,110
OI0003242,O000941,M005,2,60,Small,,120
OI0003243,O000942,M010,1,130,Large,Extra Shot,160
OI0003244,O000942,M015,2,110,Large,,220
OI0003245,O000943,M035,2,100,NA,,200
OI0003246,O000943,M010,1,130,Large,,130
OI0003247,O000943,M012,2,110,Large,,220
OI0003248,O000944,M009,1,110,Small,,110
OI0003249,O000944,M031,2,150,NA,,300
OI0003250,O000945,M015,1,110,Large,,110
OI0003251,O000946,M016,1,120,Large,Oat Milk,150
OI0003252,O000947,M009,2,110,Small,Extra Shot,250
OI0003253,O000948,M006,1,75,Large,Extra Shot,105
OI0003254,O000949,M027,1,90,Small,,90
OI0003255,O000949,M001,1,55,Small,,55
OI0003256,O000950,M009,1,110,Small,Vanilla Syrup,140
OI0003257,O000950,M031,1,150,NA,,150
OI0003258,O000952,M002,1,70,Large,,70
OI0003259,O000952,M016,1,120,Large,,120
OI0003260,O000953,M014,1,90,Small,,90
OI0003261,O000953,M035,1,100,NA,,100
OI0003262,O000954,M023,2,130,NA,,260
OI0003263,O000954,M003,1,55,Small,,55
OI0003264,O000954,M008,2,100,Large,Oat Milk,230
OI0003265,O000955,M010,2,130,Large,,260
OI0003266,O000956,M009,1,110,Small,,110
OI0003267,O000957,M015,2,110,Large,,250
OI0003268,O000957,M034,1,60,NA,,60
OI0003269,O000957,M034,1,60,NA,,60
OI0003270,O000958,M015,1,110,Large,,110
OI0003271,O000958,M009,1,110,Small,Extra Shot,140
OI0003272,O000959,M027,1,90,Small,,90
OI0003273,O000959,M010,1,130,Large,Oat Milk,160
OI0003274,O000960,M025,1,150,NA,,150
OI0003275,O000960,M022,1,120,NA,,120
OI0003276,O000960,M028,1,100,Large,,100
OI0003277,O000960,M015,1,110,Large,,110
OI0003278,O000960,M025,1,150,NA,,150
OI0003279,O000960,M009,2,110,Small,Vanilla Syrup,250
OI0003280,O000960,M013,2,80,Small,,160
OI0003281,O000960,M035,1,100,NA,,100
OI0003282,O000960,M005,2,60,Small,,120
OI0003283,O000960,M029,1,90,Small,,90
OI0003284,O000960,M034,1,60,NA,,60
OI0003285,O000961,M028,1,100,Large,,100
OI0003286,O000962,M009,1,110,Small,Extra Shot,140
OI0003287,O000962,M024,1,110,NA,,110
OI0003288,O000963,M015,1,110,Large,Extra Shot,140
OI0003289,O000963,M030,1,100,Large,,100
OI0003290,O000964,M015,2,110,Large,Extra Shot,250
OI0003291,O000964,M006,2,75,Large,,150
OI0003292,O000965,M006,2,75,Large,,150
OI0003293,O000965,M010,1,130,Large,,130
OI0003294,O000966,M009,2,110,Small,Oat Milk,250
OI0003295,O000966,M010,1,130,Large,Extra Shot,160
OI0003296,O000966,M015,1,110,Large,Vanilla Syrup,140
OI0003297,O000967,M010,2,130,Large,,260
OI0003298,O000968,M034,1,60,NA,,60
OI0003299,O000968,M015,1,110,Large,,110
OI0003300,O000969,M015,1,110,Large,Vanilla Syrup,140
OI0003301,O000970,M035,2,100,NA,,200
OI0003302,O000971,M035,2,100,NA,,200
OI0003303,O000971,M035,1,100,NA,,100
OI0003304,O000972,M010,1,130,Large,Vanilla Syrup,160
OI0003305,O000973,M020,2,100,NA,,200
OI0003306,O000973,M036,1,100,NA,,100
OI0003307,O000973,M007,1,80,Small,,80
OI0003308,O000974,M023,1,130,NA,,130
OI0003309,O000975,M026,1,150,NA,,150
OI0003310,O000976,M009,2,110,Small,Extra Shot,250
OI0003311,O000976,M020,2,100,NA,,200
OI0003312,O000977,M006,1,75,Large,,75
OI0003313,O000977,M018,2,130,Large,Oat Milk,290
OI0003314,O000978,M037,1,120,NA,,120
OI0003315,O000978,M003,1,55,Small,,55
OI0003316,O000979,M034,2,60,NA,,120
OI0003317,O000979,M006,1,75,Large,Oat Milk,105
OI0003318,O000979,M005,1,60,Small,,60
OI0003319,O000980,M006,1,75,Large,Oat Milk,105
OI0003320,O000980,M031,2,150,NA,,300
OI0003321,O000981,M006,1,75,Large,Extra Shot,105
OI0003322,O000981,M033,1,100,NA,,100
OI0003323,O000981,M015,1,110,Large,Extra Shot,140
OI0003324,O000982,M014,1,90,Small,,90
OI0003325,O000983,M001,1,55,Small,,55
OI0003326,O000983,M034,1,60,NA,,60
OI0003327,O000984,M010,1,130,Large,,160
OI0003328,O000984,M005,1,60,Small,,60
OI0003329,O000984,M038,2,140,NA,,280
OI0003330,O000985,M002,1,70,Large,,100
OI0003331,O000985,M019,1,100,NA,,100
OI0003332,O000985,M031,2,150,NA,,300
OI0003333,O000986,M005,2,60,Small,,120
OI0003334,O000986,M005,1,60,Small,,60
OI0003335,O000987,M012,1,110,Large,Extra Shot,140
OI0003336,O000988,M022,2,120,NA,,240
OI0003337,O000989,M009,2,110,Small,Vanilla Syrup,250
OI0003338,O000989,M005,1,60,Small,,60
OI0003339,O000990,M035,1,100,NA,,100
OI0003340,O000991,M015,1,110,Large,Vanilla Syrup,140
OI0003341,O000992,M005,2,60,Small,,120
OI0003342,O000992,M031,2,150,NA,,300
OI0003343,O000993,M015,1,110,Large,,110
OI0003344,O000993,M009,1,110,Small,,110
OI0003345,O000994,M018,1,130,Large,,130
OI0003346,O000994,M035,1,100,NA,,100
OI0003347,O000995,M034,1,60,NA,,60
OI0003348,O000996,M035,1,100,NA,,100
OI0003349,O000996,M007,1,80,Small,,80
OI0003350,O000997,M006,1,75,Large,,75
OI0003351,O000997,M035,2,100,NA,,200
OI0003352,O000997,M034,1,60,NA,,60
OI0003353,O000998,M025,1,150,NA,,150
OI0003354,O000998,M007,2,80,Small,Vanilla Syrup,190
OI0003355,O000998,M035,2,100,NA,,200
OI0003356,O000999,M004,1,70,Large,,70
OI0003357,O000999,M003,1,55,Small,Vanilla Syrup,85
OI0003358,O000999,M026,1,150,NA,,150
OI0003359,O001000,M035,1,100,NA,,100
OI0003360,O001001,M009,1,110,Small,Oat Milk,140
OI0003361,O001001,M034,1,60,NA,,60
OI0003362,O001002,M035,1,100,NA,,100
OI0003363,O001002,M006,2,75,Large,,150
OI0003364,O001002,M030,1,100,Large,,100
OI0003365,O001003,M010,2,130,Large,,260
OI0003366,O001003,M008,1,100,Large,,100
OI0003367,O001004,M005,2,60,Small,,150
OI0003368,O001004,M015,1,110,Large,Extra Shot,140
OI0003369,O001004,M035,2,100,NA,,200
OI0003370,O001004,M021,2,100,NA,,200
OI0003371,O001004,M001,1,55,Small,,55
OI0003372,O001004,M034,1,60,NA,,60
OI0003373,O001004,M034,2,60,NA,,120
OI0003374,O001004,M035,1,100,NA,,100
OI0003375,O001004,M035,1,100,NA,,100
OI0003376,O001005,M015,1,110,Large,Extra Shot,140
OI0003377,O001006,M005,1,60,Small,Vanilla Syrup,90
OI0003378,O001006,M003,2,55,Small,,110
OI0003379,O001006,M038,1,140,NA,,140
OI0003380,O001007,M015,1,110,Large,,110
OI0003381,O001007,M025,2,150,NA,,300
OI0003382,O001008,M005,1,60,Small,Extra Shot,90
OI0003383,O001008,M025,1,150,NA,,150
OI0003384,O001008,M013,1,80,Small,,110
OI0003385,O001008,M009,1,110,Small,Oat Milk,140
OI0003386,O001009,M010,1,130,Large,,130
OI0003387,O001009,M035,2,100,NA,,200
OI0003388,O001009,M014,2,90,Small,,180
OI0003389,O001009,M005,1,60,Small,,60
OI0003390,O001009,M010,1,130,Large,,130
OI0003391,O001009,M010,1,130,Large,Vanilla Syrup,160
OI0003392,O001010,M024,2,110,NA,,220
OI0003393,O001010,M006,1,75,Large,,75
OI0003394,O001011,M020,1,100,NA,,100
OI0003395,O001011,M005,1,60,Small,,60
OI0003396,O001011,M024,2,110,NA,,220
OI0003397,O001011,M005,1,60,Small,,60
OI0003398,O001012,M034,1,60,NA,,60
OI0003399,O001012,M025,1,150,NA,,150
OI0003400,O001012,M006,1,75,Large,Vanilla Syrup,105
OI0003401,O001013,M015,1,110,Large,,110
OI0003402,O001013,M010,2,130,Large,Extra Shot,290
OI0003403,O001013,M026,1,150,NA,,150
OI0003404,O001013,M019,1,100,NA,,100
OI0003405,O001014,M009,1,110,Small,,110
OI0003406,O001014,M010,1,130,Large,Oat Milk,160
OI0003407,O001014,M035,1,100,NA,,100
OI0003408,O001014,M006,2,75,Large,Extra Shot,180
OI0003409,O001014,M034,1,60,NA,,60
OI0003410,O001014,M018,1,130,Large,,130
OI0003411,O001015,M034,1,60,NA,,60
OI0003412,O001015,M020,1,100,NA,,100
OI0003413,O001015,M010,1,130,Large,,130
OI0003414,O001015,M035,1,100,NA,,100
OI0003415,O001015,M005,1,60,Small,,60
OI0003416,O001016,M034,1,60,NA,,60
OI0003417,O001016,M001,1,55,Small,,55
OI0003418,O001016,M005,2,60,Small,Oat Milk,150
OI0003419,O001016,M009,2,110,Small,,220
OI0003420,O001017,M005,1,60,Small,,60
OI0003421,O001017,M025,1,150,NA,,150
OI0003422,O001017,M013,2,80,Small,,160
OI0003423,O001017,M035,1,100,NA,,100
OI0003424,O001017,M015,1,110,Large,,110
OI0003425,O001017,M002,2,70,Large,,140
OI0003426,O001018,M003,1,55,Small,,55
OI0003427,O001018,M035,1,100,NA,,100
OI0003428,O001018,M022,1,120,NA,,120
OI0003429,O001018,M034,2,60,NA,,120
OI0003430,O001019,M019,2,100,NA,,200
OI0003431,O001019,M010,1,130,Large,,130
OI0003432,O001019,M009,1,110,Small,Oat Milk,140
OI0003433,O001019,M009,1,110,Small,,110
OI0003434,O001019,M031,1,150,NA,,150
OI0003435,O001019,M015,1,110,Large,,110
OI0003436,O001020,M007,1,80,Small,,80
OI0003437,O001020,M035,1,100,NA,,100
OI0003438,O001020,M023,1,130,NA,,130
OI0003439,O001021,M022,1,120,NA,,120
OI0003440,O001021,M014,1,90,Small,Extra Shot,120
OI0003441,O001021,M034,1,60,NA,,60
OI0003442,O001021,M026,1,150,NA,,150
OI0003443,O001022,M034,1,60,NA,,60
OI0003444,O001022,M006,1,75,Large,Vanilla Syrup,105
OI0003445,O001022,M035,2,100,NA,,200
OI0003446,O001022,M006,1,75,Large,Oat Milk,105
OI0003447,O001022,M023,1,130,NA,,130
OI0003448,O001022,M030,1,100,Large,,100
OI0003449,O001023,M017,1,110,Small,,110
OI0003450,O001023,M034,1,60,NA,,60
OI0003451,O001023,M015,1,110,Large,,110
OI0003452,O001023,M002,1,70,Large,,70
OI0003453,O001023,M009,2,110,Small,,220
OI0003454,O001023,M031,1,150,NA,,150
OI0003455,O001024,M009,1,110,Small,Vanilla Syrup,140
OI0003456,O001024,M010,2,130,Large,,260
OI0003457,O001024,M037,1,120,NA,,120
OI0003458,O001025,M015,1,110,Large,,110
OI0003459,O001025,M035,1,100,NA,,100
OI0003460,O001025,M004,1,70,Large,Vanilla Syrup,100
OI0003461,O001025,M006,1,75,Large,Vanilla Syrup,105
OI0003462,O001025,M005,1,60,Small,,60
OI0003463,O001025,M010,1,130,Large,,130
OI0003464,O001026,M035,1,100,NA,,100
OI0003465,O001026,M035,1,100,NA,,100
OI0003466,O001026,M005,1,60,Small,,60
OI0003467,O001026,M035,1,100,NA,,100
OI0003468,O001026,M006,1,75,Large,,75
OI0003469,O001027,M010,1,130,Large,Extra Shot,160
OI0003470,O001027,M038,1,140,NA,,140
OI0003471,O001027,M034,1,60,NA,,60
OI0003472,O001027,M006,1,75,Large,,105
OI0003473,O001028,M013,1,80,Small,,80
OI0003474,O001028,M013,1,80,Small,,80
OI0003475,O001028,M015,2,110,Large,,220
OI0003476,O001028,M015,2,110,Large,Vanilla Syrup,250
OI0003477,O001028,M031,1,150,NA,,150
OI0003478,O001029,M034,1,60,NA,,60
OI0003479,O001029,M006,1,75,Large,Vanilla Syrup,105
OI0003480,O001029,M012,1,110,Large,,110
OI0003481,O001029,M019,1,100,NA,,100
OI0003482,O001030,M005,1,60,Small,,60
OI0003483,O001030,M015,2,110,Large,Extra Shot,250
OI0003484,O001030,M029,2,90,Small,,180
OI0003485,O001030,M010,2,130,Large,,260
OI0003486,O001031,M005,2,60,Small,,120
OI0003487,O001031,M019,1,100,NA,,100
OI0003488,O001031,M003,1,55,Small,Extra Shot,85
OI0003489,O001032,M015,1,110,Large,,110
OI0003490,O001032,M009,1,110,Small,,110
OI0003491,O001032,M006,2,75,Large,,150
OI0003492,O001033,M034,1,60,NA,,60
OI0003493,O001033,M023,1,130,NA,,130
OI0003494,O001033,M037,1,120,NA,,120
OI0003495,O001033,M034,1,60,NA,,60
OI0003496,O001033,M010,1,130,Large,Extra Shot,160
OI0003497,O001033,M038,1,140,NA,,140
OI0003498,O001034,M005,1,60,Small,,60
OI0003499,O001034,M010,1,130,Large,,160
OI0003500,O001034,M005,1,60,Small,Oat Milk,90
OI0003501,O001034,M010,2,130,Large,,260
OI0003502,O001034,M015,2,110,Large,,220
OI0003503,O001034,M005,2,60,Small,,120
OI0003504,O001034,M035,1,100,NA,,100
OI0003505,O001034,M026,2,150,NA,,300
OI0003506,O001035,M007,1,80,Small,,80
OI0003507,O001035,M015,1,110,Large,Extra Shot,140
OI0003508,O001035,M034,1,60,NA,,60
OI0003509,O001035,M021,2,100,NA,,200
OI0003510,O001036,M009,2,110,Small,,220
OI0003511,O001036,M010,1,130,Large,,130
OI0003512,O001036,M007,2,80,Small,Extra Shot,190
OI0003513,O001037,M006,2,75,Large,,150
OI0003514,O001037,M015,2,110,Large,,220
OI0003515,O001037,M005,1,60,Small,Oat Milk,90
OI0003516,O001037,M005,2,60,Small,,120
OI0003517,O001037,M015,2,110,Large,,220
OI0003518,O001038,M034,2,60,NA,,120
OI0003519,O001038,M009,1,110,Small,Vanilla Syrup,140
OI0003520,O001038,M008,1,100,Large,,100
OI0003521,O001039,M038,1,140,NA,,140
OI0003522,O001039,M009,1,110,Small,Oat Milk,140
OI0003523,O001039,M015,1,110,Large,,110
OI0003524,O001039,M005,2,60,Small,Extra Shot,150
OI0003525,O001040,M023,1,130,NA,,130
OI0003526,O001040,M035,2,100,NA,,200
OI0003527,O001040,M014,1,90,Small,,90
OI0003528,O001040,M035,1,100,NA,,100
OI0003529,O001041,M035,1,100,NA,,100
OI0003530,O001041,M016,1,120,Large,Vanilla Syrup,150
OI0003531,O001041,M031,2,150,NA,,300
OI0003532,O001042,M008,2,100,Large,,200
OI0003533,O001042,M006,1,75,Large,,75
OI0003534,O001042,M017,1,110,Small,Vanilla Syrup,140
OI0003535,O001043,M005,1,60,Small,,60
OI0003536,O001043,M025,2,150,NA,,300
OI0003537,O001043,M035,1,100,NA,,100
OI0003538,O001044,M006,2,75,Large,,150
OI0003539,O001044,M025,1,150,NA,,150
OI0003540,O001044,M005,2,60,Small,,120
OI0003541,O001044,M031,1,150,NA,,150
OI0003542,O001044,M010,1,130,Large,,130
OI0003543,O001044,M034,1,60,NA,,60
OI0003544,O001045,M034,2,60,NA,,120
OI0003545,O001045,M017,1,110,Small,Oat Milk,140
OI0003546,O001045,M009,1,110,Small,,140
OI0003547,O001045,M031,2,150,NA,,300
OI0003548,O001046,M015,1,110,Large,Oat Milk,140
OI0003549,O001046,M022,2,120,NA,,240
OI0003550,O001046,M007,1,80,Small,Vanilla Syrup,110
OI0003551,O001046,M035,1,100,NA,,100
OI0003552,O001046,M010,1,130,Large,Oat Milk,160
OI0003553,O001047,M009,1,110,Small,,110
OI0003554,O001047,M010,2,130,Large,,260
OI0003555,O001048,M035,1,100,NA,,100
OI0003556,O001048,M006,2,75,Large,,150
OI0003557,O001048,M036,2,100,NA,,200
OI0003558,O001048,M032,1,130,NA,,130
OI0003559,O001049,M011,2,130,Large,,260
OI0003560,O001049,M010,1,130,Large,,130
OI0003561,O001049,M031,1,150,NA,,150
OI0003562,O001049,M032,1,130,NA,,130
OI0003563,O001049,M018,1,130,Large,,130
OI0003564,O001049,M006,2,75,Large,Extra Shot,180
OI0003565,O001050,M011,1,130,Large,,130
OI0003566,O001050,M006,2,75,Large,,150
OI0003567,O001050,M021,1,100,NA,,100
OI0003568,O001051,M009,1,110,Small,Extra Shot,140
OI0003569,O001051,M009,1,110,Small,,110
OI0003570,O001051,M028,1,100,Large,,100
OI0003571,O001051,M006,1,75,Large,,75
OI0003572,O001051,M019,1,100,NA,,100
OI0003573,O001051,M009,1,110,Small,,110
OI0003574,O001052,M014,2,90,Small,Extra Shot,210
OI0003575,O001052,M005,2,60,Small,,120
OI0003576,O001052,M015,1,110,Large,,110
OI0003577,O001053,M009,1,110,Small,,110
OI0003578,O001053,M006,1,75,Large,,75
OI0003579,O001053,M009,1,110,Small,,110
OI0003580,O001053,M031,1,150,NA,,150
OI0003581,O001054,M024,2,110,NA,,220
OI0003582,O001054,M010,1,130,Large,,130
OI0003583,O001054,M032,1,130,NA,,130
OI0003584,O001055,M006,1,75,Large,,75
OI0003585,O001055,M027,2,90,Small,,180
OI0003586,O001055,M031,1,150,NA,,150
OI0003587,O001055,M031,1,150,NA,,150
OI0003588,O001055,M010,1,130,Large,,130
OI0003589,O001055,M016,1,120,Large,,120
OI0003590,O001056,M038,1,140,NA,,140
OI0003591,O001056,M035,2,100,NA,,200
OI0003592,O001056,M035,1,100,NA,,100
OI0003593,O001057,M010,1,130,Large,,130
OI0003594,O001057,M009,1,110,Small,,110
OI0003595,O001057,M006,2,75,Large,,150
OI0003596,O001057,M031,1,150,NA,,150
OI0003597,O001058,M009,1,110,Small,Vanilla Syrup,140
OI0003598,O001058,M028,1,100,Large,,100
OI0003599,O001058,M034,2,60,NA,,120
OI0003600,O001058,M009,2,110,Small,Vanilla Syrup,250
OI0003601,O001058,M037,1,120,NA,,120
OI0003602,O001059,M010,1,130,Large,Oat Milk,160
OI0003603,O001059,M034,1,60,NA,,60
OI0003604,O001059,M019,2,100,NA,,200
OI0003605,O001059,M022,1,120,NA,,120
OI0003606,O001060,M026,1,150,NA,,150
OI0003607,O001060,M035,1,100,NA,,100
OI0003608,O001060,M035,2,100,NA,,200
OI0003609,O001060,M005,2,60,Small,,120
OI0003610,O001061,M022,1,120,NA,,120
OI0003611,O001061,M019,1,100,NA,,100
OI0003612,O001062,M005,1,60,Small,Oat Milk,90
OI0003613,O001062,M038,1,140,NA,,140
OI0003614,O001063,M017,2,110,Small,Vanilla Syrup,250
OI0003615,O001063,M014,1,90,Small,,90
OI0003616,O001063,M006,1,75,Large,Oat Milk,105
OI0003617,O001063,M017,2,110,Small,Extra Shot,250
OI0003618,O001064,M019,2,100,NA,,200
OI0003619,O001064,M006,1,75,Large,,75
OI0003620,O001064,M002,1,70,Large,,70
OI0003621,O001064,M009,2,110,Small,Vanilla Syrup,250
OI0003622,O001064,M020,1,100,NA,,100
OI0003623,O001065,M017,1,110,Small,,110
OI0003624,O001065,M015,1,110,Large,,110
OI0003625,O001065,M006,1,75,Large,,75
OI0003626,O001065,M031,2,150,NA,,300
OI0003627,O001065,M015,2,110,Large,Vanilla Syrup,250
OI0003628,O001066,M019,1,100,NA,,100
OI0003629,O001066,M002,1,70,Large,Oat Milk,100
OI0003630,O001066,M013,1,80,Small,Oat Milk,110
OI0003631,O001066,M031,1,150,NA,,150
OI0003632,O001067,M019,1,100,NA,,100
OI0003633,O001067,M035,1,100,NA,,100
OI0003634,O001067,M021,2,100,NA,,200
OI0003635,O001068,M035,2,100,NA,,200
OI0003636,O001068,M027,1,90,Small,,90
OI0003637,O001068,M001,2,55,Small,,110
OI0003638,O001068,M005,1,60,Small,,60
OI0003639,O001068,M031,1,150,NA,,150
OI0003640,O001068,M021,1,100,NA,,100
OI0003641,O001068,M018,1,130,Large,,130
OI0003642,O001068,M035,1,100,NA,,100
OI0003643,O001069,M006,1,75,Large,,75
OI0003644,O001069,M034,2,60,NA,,120
OI0003645,O001069,M006,1,75,Large,,105
OI0003646,O001069,M034,2,60,NA,,120
OI0003647,O001069,M015,2,110,Large,,220
OI0003648,O001070,M006,1,75,Large,,75
OI0003649,O001070,M005,1,60,Small,,60
OI0003650,O001070,M014,1,90,Small,,90
OI0003651,O001070,M001,1,55,Small,Oat Milk,85
OI0003652,O001070,M009,1,110,Small,,110
OI0003653,O001070,M010,2,130,Large,,260
OI0003654,O001071,M027,1,90,Small,,90
OI0003655,O001071,M001,2,55,Small,,110
OI0003656,O001071,M010,1,130,Large,Extra Shot,160
OI0003657,O001072,M034,2,60,NA,,120
OI0003658,O001072,M005,1,60,Small,,90
OI0003659,O001072,M030,1,100,Large,,100
OI0003660,O001072,M014,1,90,Small,,90
OI0003661,O001072,M034,1,60,NA,,60
OI0003662,O001072,M005,1,60,Small,Oat Milk,90
OI0003663,O001073,M022,1,120,NA,,120
OI0003664,O001073,M014,1,90,Small,,90
OI0003665,O001073,M002,1,70,Large,,70
OI0003666,O001073,M030,1,100,Large,,100
OI0003667,O001073,M005,1,60,Small,Vanilla Syrup,90
OI0003668,O001074,M035,1,100,NA,,100
OI0003669,O001074,M006,2,75,Large,Vanilla Syrup,180
OI0003670,O001074,M016,1,120,Large,,120
OI0003671,O001075,M005,2,60,Small,,120
OI0003672,O001075,M007,1,80,Small,,110
OI0003673,O001075,M010,1,130,Large,,130
OI0003674,O001075,M001,2,55,Small,Extra Shot,140
OI0003675,O001075,M025,1,150,NA,,150
OI0003676,O001075,M001,1,55,Small,Extra Shot,85
OI0003677,O001076,M026,1,150,NA,,150
OI0003678,O001076,M035,2,100,NA,,200
OI0003679,O001076,M025,1,150,NA,,150
OI0003680,O001076,M009,1,110,Small,,110
OI0003681,O001076,M010,1,130,Large,,130
OI0003682,O001076,M009,1,110,Small,Extra Shot,140
OI0003683,O001077,M015,1,110,Large,,110
OI0003684,O001077,M006,1,75,Large,Extra Shot,105
OI0003685,O001077,M009,1,110,Small,,110
OI0003686,O001077,M005,2,60,Small,,120
OI0003687,O001077,M015,2,110,Large,,220
OI0003688,O001077,M035,1,100,NA,,100
OI0003689,O001078,M006,1,75,Large,,75
OI0003690,O001078,M028,1,100,Large,,100
OI0003691,O001078,M005,1,60,Small,,60
OI0003692,O001078,M006,1,75,Large,,75
OI0003693,O001078,M005,2,60,Small,,120
OI0003694,O001078,M009,1,110,Small,Vanilla Syrup,140
OI0003695,O001079,M022,1,120,NA,,120
OI0003696,O001079,M034,1,60,NA,,60
OI0003697,O001079,M026,1,150,NA,,150
OI0003698,O001079,M009,1,110,Small,,110
OI0003699,O001080,M035,1,100,NA,,100
OI0003700,O001080,M005,1,60,Small,,60
OI0003701,O001080,M003,2,55,Small,,110
OI0003702,O001080,M031,1,150,NA,,150
OI0003703,O001081,M009,1,110,Small,,110
OI0003704,O001081,M006,2,75,Large,,150
OI0003705,O001081,M031,1,150,NA,,150
OI0003706,O001081,M006,1,75,Large,Vanilla Syrup,105
OI0003707,O001081,M005,1,60,Small,Vanilla Syrup,90
OI0003708,O001081,M029,1,90,Small,,90
OI0003709,O001082,M034,1,60,NA,,60
OI0003710,O001082,M009,1,110,Small,,110
OI0003711,O001082,M008,1,100,Large,Extra Shot,130
OI0003712,O001082,M022,2,120,NA,,240
OI0003713,O001083,M019,2,100,NA,,200
OI0003714,O001083,M002,1,70,Large,Vanilla Syrup,100
OI0003715,O001083,M001,1,55,Small,Vanilla Syrup,85
OI0003716,O001083,M026,1,150,NA,,150
OI0003717,O001083,M035,2,100,NA,,200
OI0003718,O001083,M022,2,120,NA,,240
OI0003719,O001084,M035,2,100,NA,,200
OI0003720,O001084,M034,2,60,NA,,120
OI0003721,O001085,M024,2,110,NA,,220
OI0003722,O001085,M005,1,60,Small,,60
OI0003723,O001085,M013,2,80,Small,,160
OI0003724,O001086,M038,2,140,NA,,280
OI0003725,O001086,M010,2,130,Large,,260
OI0003726,O001086,M034,1,60,NA,,60
OI0003727,O001086,M025,1,150,NA,,150
OI0003728,O001087,M037,2,120,NA,,240
OI0003729,O001087,M015,2,110,Large,,220
OI0003730,O001087,M027,1,90,Small,,90
OI0003731,O001087,M031,2,150,NA,,300
OI0003732,O001088,M028,1,100,Large,,100
OI0003733,O001088,M028,1,100,Large,,100
OI0003734,O001088,M006,1,75,Large,,75
OI0003735,O001088,M011,1,130,Large,Vanilla Syrup,160
OI0003736,O001089,M003,1,55,Small,,55
